id,annotator_code,combo_id,seed_id,level,class_tag,ratio_type,model_a,model_b,a_existence,a_appearance,a_interaction,b_existence,b_appearance,b_interaction,preference,prompt_ilogical,created_at
8aa09585-a954-4bdd-9c08-8a92b45b1d1c,5,60815,35203,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,1,0,0,A,True,2026-04-21 20:03:35.582027+00:00
d497b30e-80ad-406e-a466-fa91bfa5da6a,5,60816,35203,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,1,0,A,False,2026-04-21 20:03:47.148461+00:00
570b2aef-12e2-4239-a687-f87fd5b69ec2,5,60825,35206,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,True,2026-04-21 20:05:09.665539+00:00
02d042b3-56de-4073-aa4c-2222a895438f,5,60826,35206,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,0,0,1,1,0,0,A,False,2026-04-21 20:06:42.262498+00:00
04e01e35-c404-4d41-8768-5824805aae58,5,60827,35206,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,1,1,A,False,2026-04-21 20:07:12.699622+00:00
1a1553eb-929f-486f-addc-15a3a9f83093,5,60828,35206,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,1,0,1,1,1,B,False,2026-04-21 20:07:26.318598+00:00
0ec47a05-59a9-4672-a496-1e4d99ed95fd,5,60837,35209,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 20:08:13.316179+00:00
b7f5a311-a516-447e-9a88-a56da1460b30,5,60838,35209,6,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,True,2026-04-21 20:11:52.928489+00:00
fb3547f5-159e-4b97-a72c-59b725a28943,5,60839,35209,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,1,0,A,False,2026-04-21 20:12:35.318578+00:00
eb4b15bf-ecb7-44cb-a292-76977a504f0b,5,60840,35209,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,1,B,False,2026-04-21 20:12:58.074324+00:00
31ae9bbd-6c99-44b2-9c33-323a86fd8cdc,5,60849,35212,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,True,2026-04-21 20:20:37.171910+00:00
64c72bcb-dccc-4094-a81e-e0db38c689e7,5,60850,35212,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,True,2026-04-21 20:21:27.366198+00:00
87c020a8-5664-4ac6-bbe5-77e5ef4fcbdb,5,60851,35212,4,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,0,B,False,2026-04-21 20:23:05.744254+00:00
1a366ed3-f6ff-4d97-8b34-55b3b10c291d,5,60852,35212,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,1,0,1,1,1,B,False,2026-04-21 20:23:41.940891+00:00
2f15fe1b-40e5-4e0c-bc16-354ac1ecb1cf,5,60861,35215,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,False,2026-04-21 20:25:03.464995+00:00
cc8d4b12-764f-43d7-a7a6-d43fe5af9b43,5,60862,35215,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,0,0,0,A,False,2026-04-21 20:31:02.471682+00:00
4f87be42-2174-4c3a-b184-7f0acd9c73d1,5,60863,35215,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,0,1,0,0,0,0,A,False,2026-04-21 20:31:58.734754+00:00
c993d900-883f-46c7-a29b-781cf4c01830,5,60864,35215,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,1,0,A,False,2026-04-21 20:32:17.403652+00:00
dbda3813-0301-48f2-85e7-5f0c8f9b1186,5,60873,35218,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 20:54:26.407513+00:00
481dc2e2-f437-46d0-9a07-0a4e382b6031,5,60874,35218,6,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,0,0,B,False,2026-04-21 21:00:07.154785+00:00
e82820af-9469-49ea-9ca9-6655d19f2ee5,5,60875,35218,4,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,0,0,B,False,2026-04-21 21:01:41.721940+00:00
23241de3-f3f5-492b-b10b-637e7d1e49c8,5,60876,35218,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,1,0,A,False,2026-04-21 21:01:59.356225+00:00
73ec1288-00a0-491a-8632-6178c8c75acf,3,60081,35020,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,False,2026-04-21 21:03:47.593931+00:00
38c42e7a-91b2-416a-a2a8-0b43d56f07ab,5,60885,35221,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,False,2026-04-21 21:09:02.120610+00:00
16d38f7d-b4b3-471b-8958-c088ee5f1ba4,5,60886,35221,6,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,False,2026-04-21 21:09:37.056203+00:00
7c1bc7e2-0875-471a-ae70-bace6fb0d991,5,60887,35221,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,0,0,0,A,False,2026-04-21 21:10:27.140320+00:00
87e4e1e7-4f5b-40d5-97c3-61e20d459a81,5,60888,35221,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,1,B,False,2026-04-21 21:10:41.478307+00:00
d27b42d2-bbd6-4890-a87f-f758bd822c47,1,60817,35204,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,0,B,False,2026-04-21 21:16:18.766806+00:00
cd5043e9-1fcd-4442-b5d0-96d6d4f3f203,5,60897,35224,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,0,B,False,2026-04-21 21:16:36.591505+00:00
3e056784-d440-48f5-bc3e-3e82798c5d8f,1,60818,35204,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,0,0,1,A,False,2026-04-21 21:16:41.427308+00:00
8dec8472-5e4e-4785-b8af-1acbdc50ea09,1,60819,35204,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 21:16:57.501792+00:00
18ec5296-2550-411f-b177-713e352c75d1,1,60820,35204,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,0,0,A,False,2026-04-21 21:17:06.467654+00:00
e7138c01-cfd7-4943-85b3-cf2f9404f1da,5,60898,35224,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,0,0,A,False,2026-04-21 21:17:15.291040+00:00
bf595f21-a3e5-4969-b993-d6d6322ec574,1,60821,35205,8,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 21:17:30.273377+00:00
82bf24f7-16f9-402b-ba68-35e6819706b3,1,60822,35205,6,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,1,B,False,2026-04-21 21:18:03.770013+00:00
01b9d0aa-77b5-4fef-bd01-35c24a77dd77,1,60823,35205,4,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,1,0,0,0,A,False,2026-04-21 21:18:37.623381+00:00
4c1c7fe2-6828-428d-b050-38cb56731b57,1,60824,35205,2,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,0,1,A,False,2026-04-21 21:18:49.925152+00:00
0cf6c0e7-8e9a-412e-972a-58748321c601,5,60899,35224,4,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,1,1,1,0,1,A,False,2026-04-21 21:19:10.447885+00:00
66189392-5cb6-48c9-bb30-4aee29e0a854,1,60829,35207,8,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,0,1,0,0,0,1,A,False,2026-04-21 21:19:37.076851+00:00
6d86337f-1df0-455f-8122-66259d0d5116,5,60900,35224,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,1,1,A,False,2026-04-21 21:19:40.502815+00:00
2ee91c33-9cf9-44a6-980b-ea09a12826a4,1,60830,35207,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,1,B,False,2026-04-21 21:19:55.218968+00:00
86ece79c-190e-471f-8aeb-f1624cda086b,1,60831,35207,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 21:20:09.192776+00:00
18229b62-9e7f-483d-a376-36d000c8771d,1,60832,35207,2,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,1,0,1,1,1,0,B,False,2026-04-21 21:20:22.253822+00:00
06dac37a-370f-4a28-af9d-2a67cebe86a5,5,60901,35225,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,0,B,False,2026-04-21 21:21:01.243783+00:00
622fa77b-4422-480d-81ce-804ec884b765,5,60902,35225,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 21:26:51.348891+00:00
6fb07bff-196a-4cac-bf0b-2db0adad56e8,5,60903,35225,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 21:27:20.513835+00:00
a9b4c401-2a8c-4fcc-a05d-03a722301cab,5,60904,35225,2,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,1,0,1,1,1,1,B,False,2026-04-21 21:27:34.591748+00:00
8120792b-7beb-497f-bdc4-072cac005a0c,1,60833,35208,8,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,0,0,0,B,False,2026-04-21 21:27:35.316023+00:00
95f4139b-b06c-4448-a3b7-9ec869b02091,1,60834,35208,6,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:28:00.632672+00:00
7ce628be-ce99-42e8-9b5d-3931037fe6d3,5,60905,35226,8,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:28:36.091213+00:00
bcff3826-2b7c-42d6-9220-97c2632bf264,1,60835,35208,4,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 21:28:41.936929+00:00
97963279-9de1-44d1-b427-eaa503a6c904,1,60836,35208,2,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,1,B,False,2026-04-21 21:28:58.988499+00:00
31233cb6-c126-401f-8efa-4ddc32973b8a,1,60841,35210,8,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,0,0,0,1,A,False,2026-04-21 21:29:30.417742+00:00
7c83d87e-e23e-451c-9a8f-d04d23951900,1,60842,35210,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,0,0,1,A,False,2026-04-21 21:30:03.978280+00:00
33b11dfb-71d5-43dd-94ae-5ae8900415f0,1,60843,35210,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,0,0,1,A,False,2026-04-21 21:30:15.672044+00:00
362e7388-cd7c-4367-9654-d7e87a5c0e69,1,60844,35210,2,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,1,0,0,1,1,1,B,False,2026-04-21 21:30:26.520875+00:00
e22186ea-1fc1-46f2-b76a-89e8beb22d95,1,60845,35211,8,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:30:57.321175+00:00
4b980c50-a035-42f2-9fe7-67357b8e0acf,5,60906,35226,6,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:31:29.877275+00:00
9d8a8e28-a1e7-4ae1-9158-53e23610dd15,1,60846,35211,6,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:31:36.526615+00:00
1521e80d-a2e4-401f-baa8-ac483cc3b4d0,5,60907,35226,4,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,1,1,0,0,0,A,False,2026-04-21 21:32:31.212240+00:00
2b8c1c58-f305-4e4e-b37c-dd8f0e3ae795,5,60908,35226,2,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,1,1,1,0,0,A,False,2026-04-21 21:33:58.802628+00:00
da260f5b-d742-4ee3-b4da-f64276d9e94b,5,60909,35227,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,1,1,1,0,B,False,2026-04-21 21:35:10.304771+00:00
d3141675-de03-456b-ab52-480203b2e5f2,5,60910,35227,6,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:36:09.567777+00:00
f0845f9a-0e06-4868-8b5e-0af425968759,5,60911,35227,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,0,1,0,0,A,False,2026-04-21 21:37:06.359253+00:00
b70dc6b0-5fd6-402a-bd59-5a393424c18b,5,60912,35227,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,1,1,0,A,False,2026-04-21 21:37:21.146482+00:00
19dc06ae-d178-4921-b6d9-b6d3b3dd84a4,5,60913,35228,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,0,B,False,2026-04-21 21:39:07.570945+00:00
fcd33dea-3f89-449a-ba9f-2451ba15991c,5,60914,35228,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,0,0,1,A,False,2026-04-21 21:39:48.199933+00:00
0e843e0c-a8d1-4a5e-adfe-4e5ceb2dfb0e,5,60915,35228,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,0,0,0,0,A,False,2026-04-21 21:40:16.329120+00:00
84f39b47-54c5-48b9-a83e-cddb2f6e2b81,5,60916,35228,2,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,1,0,0,1,1,0,B,False,2026-04-21 21:40:27.497840+00:00
a230d048-18fd-48f8-81e5-284d7623b595,3,60082,35020,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 21:44:38.009380+00:00
33c06443-0637-4cb4-bc99-94556260a7d3,3,60083,35020,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,1,0,0,A,False,2026-04-21 21:45:36.846411+00:00
8d4901da-f9f3-42f8-8335-d3e53a59e8c3,3,60084,35020,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,0,B,False,2026-04-21 21:45:56.385789+00:00
7cc894b3-e25f-497e-b90e-ea7d0d7faed3,3,60085,35021,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,0,1,B,False,2026-04-21 21:46:35.136521+00:00
2f1ce166-f691-4f89-a53b-98a779049b94,3,60086,35021,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 21:46:55.570259+00:00
59da3ebf-043f-4e76-97d5-9b358147e298,5,60917,35229,8,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 21:46:55.792230+00:00
4e6886a4-4799-40c3-b219-81ca85781a3a,5,60918,35229,6,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 21:47:56.798779+00:00
ac7df247-5d46-470d-987a-3417b1e43ae5,5,60919,35229,4,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,1,0,0,0,0,A,False,2026-04-21 21:48:14.700258+00:00
4eaa2623-c295-40b7-bc05-bdb6f98b9851,5,60920,35229,2,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,1,0,1,1,1,0,A,False,2026-04-21 21:49:04.445963+00:00
44bdda15-d457-4ede-ba72-e1b21386dc82,3,60087,35021,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 21:49:46.256811+00:00
3b439805-8bdf-483a-ae87-3fffe1bc9793,3,60088,35021,2,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 21:53:10.220789+00:00
8fece6e4-d61b-49a5-9f2f-05b56cf18dc9,3,60093,35023,8,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 21:53:46.397399+00:00
369e0f43-e0c5-4c73-bfc6-2ca35ac7a95e,3,60094,35023,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 21:55:08.637486+00:00
583dcff1-697c-41ef-8f2a-d3b52f2a36e4,3,60095,35023,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,0,1,0,0,A,False,2026-04-21 21:55:41.480431+00:00
310b3542-b0f3-41d7-b813-5b31f252719d,3,60096,35023,2,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,False,2026-04-21 21:55:53.549176+00:00
fe90213f-356a-45eb-aefe-6436b60a8749,1,60847,35211,4,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,False,2026-04-21 22:05:05.320232+00:00
b02f6635-5690-4f7f-af85-5eb1ed7dfd91,1,60848,35211,2,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 22:05:34.870662+00:00
cafac230-2627-4824-8921-0372283e0ef0,1,60853,35213,8,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,0,0,0,1,A,False,2026-04-21 22:06:06.480379+00:00
31556844-8df3-40ac-9989-821d637b38a2,1,60854,35213,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 22:07:51.803809+00:00
c274dcfb-5c9a-489c-af3c-4d1b08765b76,1,60855,35213,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,0,0,1,0,A,False,2026-04-21 22:10:49.859806+00:00
f4b08ae6-6583-4050-b6eb-054071d7d2b3,1,60856,35213,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,0,1,0,1,A,False,2026-04-21 22:11:00.412602+00:00
d8d87bf3-f84e-4531-871b-0205db2ab345,3,60097,35024,8,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 22:12:01.336804+00:00
ad2d5879-0d64-45c2-8b41-ca06b1cd5748,3,60098,35024,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 22:18:06.322455+00:00
d782ff1d-c65f-4f47-8e3b-64cb0a7fb953,3,60099,35024,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 22:18:23.916218+00:00
ff7ec55f-0240-446c-b099-b7924a540c9b,3,60100,35024,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,1,0,A,False,2026-04-21 22:18:50.447771+00:00
8bc7f89d-b79a-464d-81b4-efb8d04cc2fa,3,60105,35026,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 22:19:33.961130+00:00
e5acf861-9186-4042-a04d-551a7593abd2,3,60106,35026,6,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,0,1,B,False,2026-04-21 22:20:10.257410+00:00
5b2289ea-b6be-4b8e-be1a-6c075d906852,1,60857,35214,8,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,0,0,B,False,2026-04-21 22:20:59.673331+00:00
e8acffb7-d653-452f-814a-fbc3951df4fa,1,60858,35214,6,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,1,1,0,0,B,False,2026-04-21 22:21:22.445262+00:00
89521950-7877-4087-b850-62e0d743f4cc,1,60859,35214,4,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,False,2026-04-21 22:22:24.398560+00:00
0a790e52-de4a-4a05-89a9-850f3daafd6b,1,60860,35214,2,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 22:22:42.472180+00:00
cf3b154f-c431-4395-923a-77af9763d061,1,60865,35216,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,1,B,False,2026-04-21 22:23:11.104860+00:00
78da95cb-4389-4352-bca0-40fd9def78a4,1,60866,35216,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 22:23:43.284499+00:00
cdeab2a3-6a5d-41f9-a250-7f8072d2e5ff,1,60867,35216,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,1,B,False,2026-04-21 22:23:59.408124+00:00
34fca4b8-1ace-464b-b3ad-4ec9cc83bdee,3,60107,35026,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,False,2026-04-21 22:24:05.086125+00:00
1600e836-25eb-4b69-b144-6f4c40e62890,1,60868,35216,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,1,1,A,False,2026-04-21 22:24:12.118639+00:00
170b2b67-802f-4099-87eb-dac2e9a50790,3,60108,35026,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,0,0,1,1,1,B,False,2026-04-21 22:24:17.109980+00:00
7e130a2b-b9e2-4424-957a-af9623692f76,1,60869,35217,8,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 22:24:27.671844+00:00
43833868-8c78-4756-8faf-298962fc2655,1,60870,35217,6,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 22:24:45.176117+00:00
c33b858b-1280-4156-a05b-5a1e8a8e85a0,3,60109,35027,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,0,1,0,1,B,False,2026-04-21 22:24:49.134324+00:00
b0fea530-fed4-4300-aff4-65b87db2ca8f,1,60871,35217,4,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,0,B,False,2026-04-21 22:24:58.235087+00:00
bcecff8f-4953-4e6b-9113-f0854cfa4c46,1,60872,35217,2,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,0,1,1,1,B,False,2026-04-21 22:25:11.606508+00:00
b97f393d-5e3f-4098-b452-d8532c399d86,3,60110,35027,6,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 22:25:44.399796+00:00
b18bf0cb-927c-43e4-89bc-dc1096bf4281,3,60111,35027,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,1,0,1,A,False,2026-04-21 22:26:36.084679+00:00
4b1d63c0-6690-45cd-9641-cdfeda91f9af,3,60112,35027,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,1,1,A,False,2026-04-21 22:27:20.903519+00:00
3648853b-6db5-44ad-8608-5587ee9f1377,3,60117,35029,8,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,0,0,0,0,A,False,2026-04-21 22:28:28.978433+00:00
c855616e-7d91-40ca-8e5a-5933350c88d8,3,60118,35029,6,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,0,0,0,A,False,2026-04-21 22:28:49.990030+00:00
4817ec41-9d89-42e3-a8b2-01a9a8c49bdb,3,60119,35029,4,occlusion_interaction,object_heavy,nano_banana_v10,mosaic_v10,1,0,1,1,0,0,A,False,2026-04-21 22:29:29.564839+00:00
4279743c-7669-4a41-b6f2-4710a6ed591e,1,60877,35219,8,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,0,B,False,2026-04-21 22:37:29.552399+00:00
b34d7a90-1a53-4e22-b1a6-9b323da720ca,1,60878,35219,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 22:37:56.722471+00:00
35e115ad-5695-4431-a9d1-b037c25a39cf,1,60879,35219,4,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 22:38:11.731954+00:00
89cfd2a7-1f44-4f69-b460-00f618ed9489,1,60880,35219,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,0,1,A,False,2026-04-21 22:38:21.864459+00:00
4bd70474-97c4-4d0f-8664-a2805801f221,1,60881,35220,8,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 22:38:58.133081+00:00
504c3ea2-f437-4cff-8b89-a766007dbfee,1,60882,35220,6,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,0,0,0,0,A,False,2026-04-21 22:39:33.053546+00:00
b48484c5-649a-4170-805d-ab62ffc62465,1,60883,35220,4,occlusion_no_interaction,human_heavy,mosaic_v10,nano_banana_v10,0,0,1,1,1,1,B,False,2026-04-21 22:39:53.528291+00:00
82e3b949-caab-43db-96e4-2efea5e4bbc9,1,60884,35220,2,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,1,1,1,0,0,0,A,False,2026-04-21 22:40:11.177534+00:00
a4194928-0bfe-4fc9-a6a4-f9fa6b2b09af,1,60889,35222,8,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,0,0,1,0,0,0,A,False,2026-04-21 22:40:33.609910+00:00
a36cce0c-36ff-4153-89a3-0838842cba25,1,60890,35222,6,no_interaction_no_occlusion,balanced,mosaic_v10,nano_banana_v10,0,0,1,1,0,1,B,False,2026-04-21 22:40:54.091175+00:00
266decac-29e3-43f7-86b8-fbaf81a4abc3,1,60891,35222,4,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,0,1,1,0,1,A,False,2026-04-21 22:41:16.221534+00:00
05fe297b-d3c4-434b-9b87-068e0d152903,1,60892,35222,2,no_interaction_no_occlusion,balanced,nano_banana_v10,mosaic_v10,1,1,1,1,0,1,A,False,2026-04-21 22:41:59.786876+00:00
59de2def-c581-465a-aea5-87336c2b6555,3,60120,35029,2,occlusion_interaction,object_heavy,mosaic_v10,nano_banana_v10,1,1,0,1,1,0,A,False,2026-04-21 22:43:53.289571+00:00
2fa9e2bd-5d42-42aa-9238-c57058bd8493,1,60893,35223,8,occlusion_no_interaction,human_heavy,nano_banana_v10,mosaic_v10,0,0,1,0,0,0,A,False,2026-04-21 22:46:34.656449+00:00
