id,annotator_code,combo_id,base_id,seed_id,level,class_tag,ratio_type,matchup_key,model_a,model_b,a_existence,a_appearance,a_interaction,b_existence,b_appearance,b_interaction,preference,prompt_ilogical,created_at
d3bd85c8-b665-4dd3-93a3-8174300f300c,3,pair02_19966,19966,25581,6,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-29 22:52:36.170118+00:00
6742ef97-bb3d-49f1-81e9-f2ef00ee84b2,3,pair02_19967,19967,25581,4,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-29 22:53:04.969885+00:00
9bae48e2-f5c9-40e3-aeb7-84492f7f76c9,3,pair02_19968,19968,25581,2,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,1,1,1,1,B,False,2026-04-29 22:53:23.250343+00:00
a5195fd9-f517-42e9-9bdc-a3a13f3d82b5,3,pair01_20741,20741,25984,8,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,A,False,2026-04-29 22:53:53.152590+00:00
5a010184-9674-4d88-933e-f8b9b3d687c6,3,pair01_20742,20742,25984,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,0,B,False,2026-04-29 22:54:04.784322+00:00
665682cb-5316-4e10-9fc7-a672f2554dcc,3,pair01_20743,20743,25984,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,0,0,1,A,False,2026-04-29 22:54:44.421030+00:00
88d2d281-7cb3-4acc-b36f-7b83d534bf45,3,pair01_20744,20744,25984,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,0,0,B,False,2026-04-29 22:55:01.141575+00:00
65a8cd40-f577-40ba-9426-239e2d296da6,3,pair02_20741,20741,25984,8,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,0,0,0,0,0,0,A,False,2026-04-29 22:55:14.986871+00:00
085a22fc-c7ed-4abf-88e2-0d03432fea40,3,pair02_20742,20742,25984,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 22:55:28.794061+00:00
68595f0f-3140-4bf4-822b-eec46f307f4d,3,pair02_20743,20743,25984,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 22:55:42.094122+00:00
b5dd2904-de98-45a0-9485-811ececa59d7,3,pair02_20744,20744,25984,2,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,0,1,1,1,B,False,2026-04-29 22:55:54.550427+00:00
809c5004-4e05-40ab-9779-8a6496d43563,3,pair01_20841,20841,26034,8,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,0,0,1,B,False,2026-04-29 22:56:46.322965+00:00
379d749a-d40b-4efd-b688-7ffc01606c60,3,pair01_20842,20842,26034,6,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,1,0,B,False,2026-04-29 22:57:13.050089+00:00
a68d7928-a42f-4f55-99ef-65df92d4b383,3,pair01_20843,20843,26034,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,0,A,False,2026-04-29 22:57:36.262227+00:00
be9aa7a2-dcbb-4a01-9a08-99edbabc855a,3,pair01_20844,20844,26034,2,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,1,A,False,2026-04-29 22:57:52.615988+00:00
1fd3d126-f54f-454b-96c6-75dcddf3ee20,3,pair02_20841,20841,26034,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-29 22:58:09.546699+00:00
64e1ae66-496f-4e7b-a3bb-23bba63c662b,3,pair02_20842,20842,26034,6,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,1,1,0,0,A,False,2026-04-29 22:58:31.963997+00:00
b67391d1-adac-4666-a257-aff985d9df9f,3,pair02_20843,20843,26034,4,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,1,1,0,0,A,False,2026-04-29 22:58:59.665809+00:00
498e6850-c587-406d-8461-17b0d751f7ef,3,pair02_20844,20844,26034,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,1,1,1,1,B,False,2026-04-29 22:59:11.093562+00:00
4cfae522-c0a0-4d7c-974e-1f3ddaa8b101,3,pair01_21161,21161,26183,8,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,1,B,False,2026-04-29 22:59:38.946967+00:00
8fad2d71-dde7-459f-a1ea-ef90ff3eaa20,3,pair01_21162,21162,26183,6,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,0,0,1,B,False,2026-04-29 23:00:41.560802+00:00
93d3c18b-1d53-4f92-bd23-be9f3fc41e4f,3,pair01_21163,21163,26183,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,0,0,0,A,False,2026-04-29 23:00:54.935177+00:00
eb368426-04bc-40ad-bd1d-6158c9f37d93,3,pair01_21164,21164,26183,2,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,1,0,B,False,2026-04-29 23:01:28.458803+00:00
d7eb7a6c-7f35-4d52-8d14-e69ac5e73906,3,pair02_21161,21161,26183,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:01:41.628297+00:00
bb754cff-2282-48b5-9166-79584a6c96c3,3,pair02_21162,21162,26183,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:02:08.286591+00:00
ddc015d7-b8ad-4911-885f-3bfd10ca408a,3,pair02_21163,21163,26183,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:02:22.507772+00:00
69f96a4b-994f-4e91-95b5-9e02b3f65a5f,3,pair02_21164,21164,26183,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,0,1,1,0,B,False,2026-04-29 23:02:35.470320+00:00
3c83af6a-77f1-42d7-b96b-dcbf7c1fdace,3,pair02_21633,21633,26434,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-29 23:02:58.605702+00:00
5c17a204-4d4a-4ad3-a242-14234d9c6ce7,3,pair02_21634,21634,26434,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-29 23:03:30.171349+00:00
5b4565fd-ecb7-4722-82b2-755079b1175e,3,pair02_21635,21635,26434,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-29 23:04:07.693387+00:00
cdb84312-a602-4462-bed0-c29433a28c4d,3,pair02_21636,21636,26434,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,1,1,1,1,B,False,2026-04-29 23:04:24.777536+00:00
62f655c3-5033-4696-b6bc-9913d868d83a,3,pair01_22113,22113,26695,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,1,1,0,0,0,A,False,2026-04-29 23:09:21.845395+00:00
4bd41955-09be-4354-9f7e-d85383f26c9a,3,pair01_22114,22114,26695,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,B,False,2026-04-29 23:09:47.196032+00:00
6969523a-cfe9-4851-9076-87b51c224a79,3,pair01_22115,22115,26695,4,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,0,A,False,2026-04-29 23:10:08.351935+00:00
5f738660-fe02-42d7-a117-172718187b82,3,pair01_22116,22116,26695,2,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,1,1,B,False,2026-04-29 23:10:26.175118+00:00
fa00717a-cebb-4aa7-a5d2-0b4b4fb8a435,3,pair02_22113,22113,26695,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,1,1,B,False,2026-04-29 23:10:40.616437+00:00
d93ab580-f51b-4e6a-8123-40ca38fcfb28,3,pair02_22114,22114,26695,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,1,1,B,False,2026-04-29 23:11:16.935608+00:00
5aa0b02e-8443-4fb0-8b32-b877b66fb0b4,3,pair02_22115,22115,26695,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-29 23:11:26.178449+00:00
eb6b1f02-a854-44dd-8dfe-47f150c772e9,3,pair02_22116,22116,26695,2,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,0,1,1,1,B,False,2026-04-29 23:11:47.042414+00:00
c9bf4b56-3d1d-41cd-919c-57d6ad47464c,3,pair02_22149,22149,26719,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:11:57.265705+00:00
f78aa067-7ed3-4180-8ce2-60c64d829302,3,pair02_22150,22150,26719,6,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,0,1,0,0,0,0,A,False,2026-04-29 23:12:28.765486+00:00
a4e39679-5417-4866-acac-6cffef160c4c,3,pair02_22151,22151,26719,4,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,0,0,1,0,1,B,False,2026-04-29 23:12:49.267959+00:00
bb805cba-fb0e-4652-ac33-0ef0ffd76b65,3,pair02_22152,22152,26719,2,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-29 23:13:11.928623+00:00
6783626c-756e-4949-a4f6-629d97c85bf8,3,pair01_22313,22313,26813,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,1,0,0,B,False,2026-04-29 23:13:42.319776+00:00
53fb35e2-0ddb-426c-b8d0-dd9014ebe935,3,pair01_22314,22314,26813,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,0,0,A,False,2026-04-29 23:14:34.610387+00:00
71475a31-4aac-402c-8521-6a871a407486,3,pair01_22315,22315,26813,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,0,A,False,2026-04-29 23:14:47.768894+00:00
1904b23c-a43e-4dd2-a276-c3ca4901c8e8,3,pair01_22316,22316,26813,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,0,0,B,False,2026-04-29 23:15:01.549742+00:00
6f69e27f-889a-4fa6-a082-7b82397b4ca7,3,pair02_22313,22313,26813,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:15:12.595606+00:00
f6d4cd1c-14ca-4871-932f-ce6b4b7e9823,3,pair02_22314,22314,26813,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:15:27.257067+00:00
c9a60cfc-0f54-4a56-869b-58d512dbe71d,3,pair02_22315,22315,26813,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,1,B,False,2026-04-29 23:15:59.282602+00:00
18eb5212-febd-4170-b0da-34fdc5433f0c,3,pair02_22316,22316,26813,2,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-29 23:16:20.249524+00:00
5aaa5095-1b13-410f-a27b-d7c0b61358d6,3,pair01_22833,22833,27145,8,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,B,False,2026-04-29 23:18:04.155952+00:00
282eeee0-4da7-431d-a301-0d1ab2bbee8c,3,pair01_22834,22834,27145,6,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,0,A,False,2026-04-29 23:18:21.795234+00:00
8877f40b-9828-49b2-ba68-69dcb814bd97,3,pair01_22835,22835,27145,4,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,B,False,2026-04-29 23:18:49.276770+00:00
ba252b25-f927-45e9-ac70-07d8eb8493a1,3,pair01_22836,22836,27145,2,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,1,B,False,2026-04-29 23:19:17.934307+00:00
315ce81c-b92d-4d14-8edc-068c896c1d3e,3,pair01_22917,22917,27196,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,1,0,0,0,0,A,False,2026-04-29 23:19:36.559952+00:00
f2421bbd-94fb-4e85-975a-d20eeef7fd8e,4,pair01_21021,21021,26117,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,0,0,0,A,False,2026-04-29 23:19:56.629795+00:00
f8ee49c6-12f1-48ae-9187-8caad8ac189f,3,pair01_22918,22918,27196,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,A,False,2026-04-29 23:19:56.678791+00:00
1df8b7b2-0dec-4b61-ab34-2647ecd70e26,3,pair01_22919,22919,27196,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,1,0,1,B,False,2026-04-29 23:20:10.810529+00:00
a0ac3776-b908-4001-80e8-07efc773aa0d,4,pair01_21022,21022,26117,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,0,B,False,2026-04-29 23:20:21.426317+00:00
7f1611d1-f841-48a4-86c3-9bb0ae63ac90,3,pair01_22920,22920,27196,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,0,0,A,False,2026-04-29 23:20:28.283965+00:00
1a8cc95b-9d69-4aaa-ae52-c474c3fe4dee,5,pair02_26698,26698,29877,6,occlusion_no_interaction,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,0,B,False,2026-04-29 23:20:44.076762+00:00
f73c6ec6-7e9b-4dd0-9541-f47b56679db8,4,pair01_21023,21023,26117,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,0,0,A,False,2026-04-29 23:20:59.580108+00:00
4ba20014-5a31-4c2a-8aab-a3dc306dabc7,3,pair01_23153,23153,27370,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,0,A,False,2026-04-29 23:21:01.163515+00:00
88306738-8bfe-476c-9cc3-3f551160c1e2,3,pair01_23154,23154,27370,6,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,0,0,B,False,2026-04-29 23:21:32.789004+00:00
bd973e34-d4c5-4876-bdda-7003858ce3ef,3,pair01_23155,23155,27370,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,1,A,False,2026-04-29 23:21:46.759437+00:00
ddd68e3e-56b7-4ced-99c4-11753a27696e,5,pair02_26699,26699,29877,4,occlusion_no_interaction,human_heavy,pair02,seedream_4_5,glm,1,0,1,0,0,0,A,False,2026-04-29 23:22:14.129865+00:00
220a4bce-dfbf-4d22-b964-8b2189b4ac31,3,pair01_23156,23156,27370,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,1,0,B,False,2026-04-29 23:22:22.822612+00:00
9dbfc967-1a7b-4b14-9be1-e32605d83a4b,4,pair01_21024,21024,26117,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,0,0,A,False,2026-04-29 23:22:30.675103+00:00
fd538106-626f-4010-a23e-3f727383fe54,5,pair02_26700,26700,29877,2,occlusion_no_interaction,human_heavy,pair02,seedream_4_5,glm,1,0,1,1,0,0,A,False,2026-04-29 23:22:40.737231+00:00
a7237a23-0649-4563-9aa9-e1e30ba8e837,3,pair01_23509,23509,27575,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,1,0,1,B,False,2026-04-29 23:23:04.349811+00:00
1b1590fc-12ec-4074-b078-9113a49b756c,3,pair01_23510,23510,27575,6,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,0,0,A,False,2026-04-29 23:23:18.480879+00:00
78b95e2f-b59a-4088-8e61-d12b823d0881,4,pair02_21021,21021,26117,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:23:19.392251+00:00
9bcf93f6-69f2-4b57-86c6-f5abfb4c4ceb,3,pair01_23511,23511,27575,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,0,0,0,A,False,2026-04-29 23:23:36.381362+00:00
58727da5-0b6c-411a-b3b3-4e8567acb7c3,3,pair01_23512,23512,27575,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,0,1,A,False,2026-04-29 23:23:45.478260+00:00
3442d93a-c47f-4270-b59d-b8b2cf3e7ec4,4,pair02_21022,21022,26117,6,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,0,0,0,0,0,A,False,2026-04-29 23:23:56.389821+00:00
6805fa30-ccee-4989-be85-f36dd0101cb1,3,pair02_23509,23509,27575,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,1,0,B,False,2026-04-29 23:23:56.621539+00:00
987200ea-84dd-404b-8d62-b450889a72ad,3,pair02_23510,23510,27575,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:24:08.531788+00:00
eb58fe3d-65c1-4d06-b8b4-d31e180168e7,3,pair02_23511,23511,27575,4,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,0,0,0,0,0,0,A,False,2026-04-29 23:24:18.629471+00:00
48f3f208-e699-4e28-9eea-a8bd057d6817,6,pair02_9369,9369,22479,8,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,0,1,1,0,0,1,A,False,2026-04-29 23:24:22.918512+00:00
c9d4ed81-d16e-40fb-a245-537c8cfc5053,4,pair02_21023,21023,26117,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:24:25.641767+00:00
0513e2ff-f8e0-4973-9918-da6a4c09a693,3,pair02_23512,23512,27575,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,1,1,1,1,1,B,False,2026-04-29 23:24:43.755340+00:00
0ff9adcd-8967-4213-8c22-b5b88f8ffebc,4,pair02_21024,21024,26117,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,0,1,0,0,B,False,2026-04-29 23:24:49.930453+00:00
e6ff03cf-ea93-47e1-b8b6-b85682f456ad,6,pair02_9370,9370,22479,6,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-29 23:24:57.253934+00:00
dd93a5b6-5d79-47de-8b14-d2aef0397bdf,3,pair02_23741,23741,27728,8,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,0,1,0,0,0,A,False,2026-04-29 23:25:01.955962+00:00
1647500b-15f3-4008-8154-d4a6940ce870,6,pair02_9371,9371,22479,4,no_interaction_no_occlusion,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-29 23:25:10.059913+00:00
32f3140f-e590-41ad-a7e2-018896e2fc6e,5,pair01_26749,26749,29890,8,occlusion_no_interaction,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,1,0,B,False,2026-04-29 23:25:13.121811+00:00
bc8509d2-df30-4156-b568-d6b43ca86cb4,6,pair02_9372,9372,22479,2,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-29 23:25:20.644609+00:00
7e4e36a7-37dc-4836-854e-e253e3048559,4,pair01_21633,21633,26434,8,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,0,0,0,A,False,2026-04-29 23:25:33.994708+00:00
9b06442a-35b2-41d9-8815-32c6a19e7981,6,pair01_9441,9441,22499,8,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,B,False,2026-04-29 23:25:49.637053+00:00
e3fc1324-b5da-49df-95d8-9bd9115e3dfa,5,pair01_26750,26750,29890,6,occlusion_no_interaction,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,0,0,0,A,False,2026-04-29 23:25:51.183599+00:00
1d8dbc16-348b-44ae-8f25-e5a067c366ba,4,pair01_21634,21634,26434,6,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,0,0,0,A,False,2026-04-29 23:26:18.773060+00:00
612c128d-47cb-44b7-8252-956e6d68a7f2,5,pair01_26751,26751,29890,4,occlusion_no_interaction,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,0,0,0,A,False,2026-04-29 23:26:29.226619+00:00
f75ca3cf-1258-4c40-a5d1-582ddb2c23b5,6,pair01_9442,9442,22499,6,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,1,B,False,2026-04-29 23:26:30.449613+00:00
5dcbd0e1-1aab-45c6-824c-0005db5ea61f,6,pair01_9443,9443,22499,4,no_interaction_no_occlusion,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,0,A,False,2026-04-29 23:26:46.050590+00:00
45b5b04f-8b67-49c2-93b5-ec4ee9036abc,4,pair01_21635,21635,26434,4,occlusion_no_interaction,balanced,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,0,0,0,A,False,2026-04-29 23:26:54.201514+00:00
a4ca473a-0c31-44b7-99b8-8bc48586964e,5,pair01_26752,26752,29890,2,occlusion_no_interaction,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,1,B,False,2026-04-29 23:26:59.339491+00:00
7a16e26d-a0df-4a6e-aa2c-197098ddf7b1,6,pair01_9444,9444,22499,2,no_interaction_no_occlusion,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,1,A,False,2026-04-29 23:27:08.005079+00:00
f799530d-0d18-4be3-a955-1c625033f36d,4,pair01_21636,21636,26434,2,occlusion_no_interaction,balanced,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,0,1,1,0,A,False,2026-04-29 23:27:29.473645+00:00
fd23d5d7-21bd-49ac-ac8b-ca011fa1731d,5,pair02_26749,26749,29890,8,occlusion_no_interaction,human_heavy,pair02,glm,seedream_4_5,0,0,0,0,1,0,B,False,2026-04-29 23:27:31.240178+00:00
b580174a-5124-4388-8437-92fc2ece7b3f,6,pair02_9441,9441,22499,8,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,0,1,1,0,0,0,A,False,2026-04-29 23:27:56.360999+00:00
19a9e816-5731-460b-a403-44390b85b691,6,pair02_9442,9442,22499,6,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-29 23:28:24.138633+00:00
2e06b1cf-2fe1-4c68-8793-b9567845965c,3,pair02_23742,23742,27728,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:30:08.212107+00:00
e74c7f39-bbc7-47c7-8847-8686edcd3995,3,pair02_23743,23743,27728,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,1,1,0,1,B,False,2026-04-29 23:30:43.092177+00:00
564c8d38-45d5-40aa-97ac-a91fe4d7ba35,3,pair02_23744,23744,27728,2,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,1,1,1,1,B,False,2026-04-29 23:31:08.156975+00:00
d3dab6d5-2084-4218-ae49-8d32fc622dcb,5,pair02_26750,26750,29890,6,occlusion_no_interaction,human_heavy,pair02,seedream_4_5,glm,0,1,0,0,0,0,A,False,2026-04-29 23:31:13.755917+00:00
76a96d12-5a01-4b97-a761-45ccb0a26052,3,pair02_23965,23965,27896,8,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-29 23:31:36.325195+00:00
2e410337-1a72-4613-88ee-501505242e0d,5,pair02_26751,26751,29890,4,occlusion_no_interaction,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:31:37.011942+00:00
f355f250-6843-492c-b573-fc2991ebdcbc,5,pair02_26752,26752,29890,2,occlusion_no_interaction,human_heavy,pair02,seedream_4_5,glm,1,0,1,1,0,1,A,False,2026-04-29 23:32:06.735962+00:00
9a1819b6-581f-45b1-b945-609150ad668d,5,pair01_26817,26817,29907,8,occlusion_no_interaction,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,0,0,0,0,0,B,False,2026-04-29 23:32:41.520610+00:00
94c98b6c-5295-40c2-b117-ca7c969f628d,3,pair02_23966,23966,27896,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-29 23:33:05.057069+00:00
4f8f437c-adba-400b-8162-ab50dd0cbeea,3,pair02_23967,23967,27896,4,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-29 23:33:22.763914+00:00
abec24fd-edc7-4143-8536-774970269455,5,pair01_26818,26818,29907,6,occlusion_no_interaction,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,0,B,False,2026-04-29 23:33:23.163007+00:00
227107d4-0efc-4108-93d5-61739b521155,3,pair02_23968,23968,27896,2,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-29 23:33:46.312619+00:00
bb1b152e-0ea1-45b0-a59b-04598270e9cd,5,pair01_26819,26819,29907,4,occlusion_no_interaction,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,1,B,False,2026-04-29 23:34:02.009755+00:00
98c64dcb-4cb0-4004-b77f-9d95edd713e9,5,pair01_26820,26820,29907,2,occlusion_no_interaction,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,0,A,False,2026-04-29 23:34:26.652062+00:00
cab59f57-1613-4260-8f48-f40c34ad2328,3,pair02_24161,24161,28040,8,occlusion_no_interaction,balanced,pair02,seedream_4_5,glm,0,1,0,0,0,0,A,False,2026-04-29 23:34:53.696806+00:00
dff21671-3dac-408b-a001-19b44a773741,5,pair02_26817,26817,29907,8,occlusion_no_interaction,human_heavy,pair02,seedream_4_5,glm,0,0,0,0,0,0,A,False,2026-04-29 23:35:00.497884+00:00
24e3b34c-6706-4906-998b-7f8b3cdc8685,3,pair02_24162,24162,28040,6,occlusion_no_interaction,balanced,pair02,glm,seedream_4_5,0,0,1,1,0,1,B,False,2026-04-29 23:35:45.472027+00:00
